commercial_area,sex,total_sales
논현로18길,MALE,555264448.0
논현로18길,FEMALE,240700137.0
논현목련공원,MALE,76549906.0
논현목련공원,FEMALE,16987211.0
논현역,MALE,51518891072.0
논현역,FEMALE,31833967110.0
논현역 4번,MALE,2172095016.0
논현역 4번,FEMALE,1332326588.0
논현역 5번,MALE,333705900.0
논현역 5번,FEMALE,138068796.0
논현종합시장,MALE,53997355.0
논현종합시장,FEMALE,28526059.0
논현초등학교,MALE,3133891571.0
논현초등학교,FEMALE,1705745661.0
누원고등학교,MALE,1130556141.0
누원고등학교,FEMALE,833297196.0
능동로골목시장,MALE,3470227533.0
능동로골목시장,FEMALE,1608362802.0
능동우편취급국,MALE,5223707203.0
능동우편취급국,FEMALE,2849728287.0
달마을공원,MALE,1787784083.0
달마을공원,FEMALE,1335773416.0
답십리 건축자재시장,MALE,70319665.0
답십리 건축자재시장,FEMALE,46826863.0
답십리공원,MALE,690055338.0
답십리공원,FEMALE,538143161.0
답십리사거리,MALE,11520099867.0
답십리사거리,FEMALE,7664513588.0
답십리시장,MALE,1497646934.0
답십리시장,FEMALE,1453082187.0
답십리역 6번,MALE,314090124.0
답십리역 6번,FEMALE,169404543.0
답십리초등학교,MALE,3920429099.0
답십리초등학교,FEMALE,3270531088.0
답십리현대시장,MALE,1429426797.0
답십리현대시장,FEMALE,697857068.0
당고개역 2번,MALE,1797196566.0
당고개역 2번,FEMALE,1169369490.0
당고개역 5번,MALE,1035740524.0
당고개역 5번,FEMALE,950376496.0
당곡중학교,MALE,4039958758.0
당곡중학교,FEMALE,2607457384.0
당산2동(영등포우체국),MALE,8116049091.0
당산2동(영등포우체국),FEMALE,6276823677.0
당산반도유보라팰리스아파트,MALE,977171391.0
당산반도유보라팰리스아파트,FEMALE,650857566.0
당산역,MALE,39816862683.0
당산역,FEMALE,24707174271.0
당산역 8번,MALE,1436788601.0
당산역 8번,FEMALE,642340593.0
대광초등학교,MALE,143769404.0
대광초등학교,FEMALE,176562543.0
대동초등학교,MALE,3892033539.0
대동초등학교,FEMALE,1461798996.0
대림1동주민센터,MALE,1781323378.0
대림1동주민센터,FEMALE,999465151.0
대림3동사거리,MALE,11263360500.0
대림3동사거리,FEMALE,4630039234.0
대림갑을명가아파트,MALE,253502926.0
대림갑을명가아파트,FEMALE,99364105.0
"대림골목시장(대림시장, 양지시장)",MALE,3171442218.0
"대림골목시장(대림시장, 양지시장)",FEMALE,2325532383.0
대림상가(청계상가),MALE,241828265.0
대림상가(청계상가),FEMALE,295827027.0
대림성모병원,MALE,6473749132.0
대림성모병원,FEMALE,3761096749.0
대림썬프라자,MALE,635471153.0
대림썬프라자,FEMALE,384100394.0
대림역,MALE,34331342163.0
대림역,FEMALE,20909578460.0
대림역 11번,MALE,110828713.0
대림역 11번,FEMALE,18589236.0
대림역 2번,MALE,7235389336.0
대림역 2번,FEMALE,3649474458.0
대림역 5번,MALE,2461625843.0
대림역 5번,FEMALE,897320574.0
대림중앙 골목형상점가,MALE,3600385973.0
대림중앙 골목형상점가,FEMALE,3290004001.0
대림중앙시장,MALE,3671705417.0
대림중앙시장,FEMALE,2505486682.0
대림차이나타운(대림역 12번),MALE,2572937947.0
대림차이나타운(대림역 12번),FEMALE,1391466596.0
대림한신아파트,MALE,330867005.0
대림한신아파트,FEMALE,195096461.0
대명여울빛거리시장(대명시장),MALE,15023279228.0
대명여울빛거리시장(대명시장),FEMALE,8628279012.0
대방역 3번,MALE,8992058941.0
대방역 3번,FEMALE,9631240049.0
대방역 4번,MALE,775426104.0
대방역 4번,FEMALE,343247073.0
대방역 6번,MALE,904885775.0
대방역 6번,FEMALE,555598885.0
대신고등학교,MALE,1239020813.0
대신고등학교,FEMALE,832855925.0
대왕초등학교(세곡동사거리서남측),MALE,2748277350.0
대왕초등학교(세곡동사거리서남측),FEMALE,862008472.0
대원고등학교,MALE,1056666540.0
대원고등학교,FEMALE,760639761.0
대원종합시장,MALE,18921466.0
대원종합시장,FEMALE,23929396.0
대조시장,MALE,1680842712.0
대조시장,FEMALE,1223617183.0
대진고등학교,MALE,1421637687.0
대진고등학교,FEMALE,889068643.0
대청초등학교,MALE,25499542252.0
대청초등학교,FEMALE,14983625202.0
대치2동주민센터,MALE,2307009715.0
대치2동주민센터,FEMALE,1578975814.0
대치동아우편취급국,MALE,1892596923.0
대치동아우편취급국,FEMALE,897800751.0
대치사거리,MALE,8663536186.0
대치사거리,FEMALE,7549695943.0
대치역,MALE,17411568567.0
대치역,FEMALE,18306688639.0
대학로(혜화역),MALE,68351469230.0
대학로(혜화역),FEMALE,90506305078.0
대흥동주민센터,MALE,852967369.0
대흥동주민센터,FEMALE,571840903.0
대흥역 2번,MALE,6870210580.0
대흥역 2번,FEMALE,5155037312.0
대흥역 3번,MALE,9689682075.0
대흥역 3번,FEMALE,9690349834.0
더케이호텔(양재리본타워2단지아파트),MALE,1053431694.0
더케이호텔(양재리본타워2단지아파트),FEMALE,1228240544.0
덕성여대시반거리,MALE,2170217705.0
덕성여대시반거리,FEMALE,2599398293.0
덕수교,MALE,2022024925.0
덕수교,FEMALE,929887102.0
덕의초등학교,MALE,1385649850.0
덕의초등학교,FEMALE,754747336.0
도곡1동,MALE,7251931324.0
도곡1동,FEMALE,5051598638.0
도곡2동주민센터(대치중학교),MALE,152539527.0
도곡2동주민센터(대치중학교),FEMALE,122171980.0
도곡초등학교,MALE,3549109844.0
도곡초등학교,FEMALE,3619623222.0
도림2동유수지내체육시설,MALE,359666976.0
도림2동유수지내체육시설,FEMALE,207063880.0
도림시장,MALE,27888956.0
도림시장,FEMALE,19793151.0
도림초등학교,MALE,4403590.0
도림초등학교,FEMALE,79583.0
도봉구 정병원,MALE,2480961511.0
도봉구 정병원,FEMALE,1259321959.0
도봉구민회관,MALE,2228625700.0
도봉구민회관,FEMALE,1515231518.0
도봉구보건소,MALE,3896274335.0
도봉구보건소,FEMALE,2011234323.0
도봉산역 1번,MALE,11587818463.0
도봉산역 1번,FEMALE,6513857867.0
도봉산입구,MALE,9933497603.0
도봉산입구,FEMALE,5286802062.0
도봉세무서,MALE,2701551129.0
도봉세무서,FEMALE,1303825170.0
도봉역 2번,MALE,9184482584.0
도봉역 2번,FEMALE,4901481665.0
도봉역 3번,MALE,1604316924.0
도봉역 3번,FEMALE,888730651.0
도봉우체국,MALE,770245190.0
도봉우체국,FEMALE,525861412.0
도산공원교차로,MALE,27807349741.0
도산공원교차로,FEMALE,16179923882.0
도산공원북측,MALE,2841394913.0
도산공원북측,FEMALE,1816046775.0
도성초등학교,MALE,7055911227.0
도성초등학교,FEMALE,5442550641.0
도신초등학교,MALE,530961509.0
도신초등학교,FEMALE,371818898.0
도화동 상점가,MALE,49616779138.0
도화동 상점가,FEMALE,25552023177.0
독립문역 1번,MALE,2082243723.0
독립문역 1번,FEMALE,1786043053.0
독산119안전센터,MALE,4347657373.0
독산119안전센터,FEMALE,2666183648.0
독산2동주민센터,MALE,4005223290.0
독산2동주민센터,FEMALE,2586179378.0
독산동,MALE,25090958548.0
독산동,FEMALE,16992044342.0
독산동 맛나는거리상점가(독산동 맛나는거리),MALE,6494443135.0
독산동 맛나는거리상점가(독산동 맛나는거리),FEMALE,3448771874.0
독산동 우시장,MALE,7291451063.0
독산동 우시장,FEMALE,3300642190.0
독산동성당,MALE,3278642621.0
독산동성당,FEMALE,2268795000.0
독산동정훈단지,MALE,2137795972.0
독산동정훈단지,FEMALE,1295719571.0
독산역 1번 출입구,MALE,800040106.0
독산역 1번 출입구,FEMALE,508369205.0
돈암시장(돈암제일시장),MALE,5080461453.0
돈암시장(돈암제일시장),FEMALE,3221058848.0
돈의문센트레빌아파트입구,MALE,156801487.0
돈의문센트레빌아파트입구,FEMALE,109861620.0
돌곶이시장(석관황금시장),MALE,801394308.0
돌곶이시장(석관황금시장),FEMALE,437320809.0
돌곶이역 1번,MALE,1480500857.0
돌곶이역 1번,FEMALE,749635765.0
돌곶이역 3번,MALE,1481535547.0
돌곶이역 3번,FEMALE,888842757.0
돌곶이역 5번,MALE,4268304814.0
돌곶이역 5번,FEMALE,2725623691.0
돌곶이역 8번,MALE,3885086532.0
돌곶이역 8번,FEMALE,3041546938.0
동교초등학교,MALE,2446533457.0
동교초등학교,FEMALE,2428919836.0
동구여중,MALE,3438625089.0
동구여중,FEMALE,3320460314.0
동남상가,MALE,564138355.0
동남상가,FEMALE,166502397.0
동대문경찰서,MALE,520138478.0
동대문경찰서,FEMALE,246135683.0
동대문구청,MALE,5170105082.0
동대문구청,FEMALE,2673712623.0
동대문문구완구거리(동대문문구완구시장),MALE,1915711913.0
동대문문구완구거리(동대문문구완구시장),FEMALE,1271115669.0
동대문역,MALE,11187779429.0
동대문역,FEMALE,5958146348.0
동대문역 1번,MALE,1780214234.0
동대문역 1번,FEMALE,939100850.0
동대문역 3번,MALE,1652605591.0
동대문역 3번,FEMALE,729110840.0
동대문역사문화공원역,MALE,42648692789.0
동대문역사문화공원역,FEMALE,34000531378.0
동대문역사문화공원역 5번,MALE,5587590366.0
동대문역사문화공원역 5번,FEMALE,3455849117.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",MALE,473501219.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",FEMALE,482658440.0
동대문중앙새마을금고본점,MALE,509983591.0
동대문중앙새마을금고본점,FEMALE,20611585.0
동대문패션타운 관광특구,MALE,40084127054.0
동대문패션타운 관광특구,FEMALE,35115847270.0
동대부고,MALE,2738710026.0
동대부고,FEMALE,1849540141.0
동대부여고,MALE,2662492313.0
동대부여고,FEMALE,1612535961.0
동묘시장(동묘벼룩시장),MALE,4602591584.0
동묘시장(동묘벼룩시장),FEMALE,2037084871.0
동묘앞역 2번,MALE,1520578801.0
동묘앞역 2번,FEMALE,950750896.0
동묘앞역 3번,MALE,197682024.0
동묘앞역 3번,FEMALE,353470323.0
동묘앞역(동묘),MALE,8844378807.0
동묘앞역(동묘),FEMALE,5347731214.0
동문시장,MALE,1103597116.0
동문시장,FEMALE,429593815.0
동부시장,MALE,1411587385.0
동부시장,FEMALE,779848247.0
동북프라자,MALE,763768393.0
동북프라자,FEMALE,239357872.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",MALE,21531459192.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",FEMALE,17635485976.0
동의보감타워,MALE,3552695297.0
동의보감타워,FEMALE,2026213094.0
동의초등학교,MALE,340065026.0
동의초등학교,FEMALE,204261174.0
동일여자고등학교,MALE,2412350973.0
동일여자고등학교,FEMALE,1588678003.0
동작구자원봉사센터,MALE,38673980.0
동작구자원봉사센터,FEMALE,19585971.0
동진시장,MALE,30577650.0
동진시장,FEMALE,83768640.0
동평화시장,MALE,1060761998.0
동평화시장,FEMALE,1246436851.0
동화동 골목형상점가,MALE,3489503401.0
동화동 골목형상점가,FEMALE,2340191426.0
두산초등학교,MALE,1907629426.0
두산초등학교,FEMALE,675457860.0
둔촌2동주민센터,MALE,3118157907.0
둔촌2동주민센터,FEMALE,2157636079.0
둔촌고등학교(둔촌중학교),MALE,360203909.0
둔촌고등학교(둔촌중학교),FEMALE,147869513.0
둔촌동역 1번(한산중학교),MALE,6085405684.0
둔촌동역 1번(한산중학교),FEMALE,4589049931.0
둔촌동역 3번(성내3동주민센터),MALE,3382302102.0
둔촌동역 3번(성내3동주민센터),FEMALE,2464860427.0
둔촌동역 4번,MALE,1106885332.0
둔촌동역 4번,FEMALE,632584523.0
둔촌역,MALE,27559224177.0
둔촌역,FEMALE,18874740843.0
둔촌역전통시장,MALE,5114368596.0
둔촌역전통시장,FEMALE,2247808752.0
등나무근린공원,MALE,12713379459.0
등나무근린공원,FEMALE,11413175039.0
등마루시장,MALE,400650138.0
등마루시장,FEMALE,227708062.0
등촌1동주민센터,MALE,6905060162.0
등촌1동주민센터,FEMALE,4797797933.0
등촌3동주민센터,MALE,7699411282.0
등촌3동주민센터,FEMALE,5270874266.0
등촌역,MALE,22050622375.0
등촌역,FEMALE,15610869244.0
등촌역 1번,MALE,1177505879.0
등촌역 1번,FEMALE,703431546.0
등촌역 4번,MALE,43147593.0
등촌역 4번,FEMALE,32513536.0
디지털단지오거리,MALE,2911069458.0
디지털단지오거리,FEMALE,1496232037.0
떡전교사거리,MALE,576007978.0
떡전교사거리,FEMALE,478206989.0
뚝도시장,MALE,7601397709.0
뚝도시장,FEMALE,4940271530.0
뚝섬역,MALE,33285390513.0
뚝섬역,FEMALE,33846119270.0
뚝섬역교차로,MALE,1879845391.0
뚝섬역교차로,FEMALE,1520446834.0
뚝섬역상점가,MALE,9252874348.0
뚝섬역상점가,FEMALE,6470245879.0
뚝섬유원지역 1번,MALE,694010170.0
뚝섬유원지역 1번,FEMALE,500035730.0
뜸부기어린이공원,MALE,1507584177.0
뜸부기어린이공원,FEMALE,836926591.0
러스크서울병원,MALE,3213355862.0
러스크서울병원,FEMALE,2136389877.0
로데오거리상점가,MALE,38329587432.0
로데오거리상점가,FEMALE,27144469145.0
롯데백화점(시청광장 지하쇼핑센터),MALE,4244292133.0
롯데백화점(시청광장 지하쇼핑센터),FEMALE,6204538874.0
르네상스호텔사거리,MALE,16150878102.0
르네상스호텔사거리,FEMALE,10323998938.0
리움미술관,MALE,2154493491.0
리움미술관,FEMALE,3326674097.0
마곡역(마곡),MALE,16460351463.0
마곡역(마곡),FEMALE,8009038102.0
마들역,MALE,8320379288.0
마들역,FEMALE,8773455782.0
마장역 2번,MALE,6863917943.0
마장역 2번,FEMALE,3954930773.0
마장역 3번,MALE,5175992703.0
마장역 3번,FEMALE,1409353721.0
마장축산물시장,MALE,8761135543.0
마장축산물시장,FEMALE,3091940214.0
마천1치안센터,MALE,182729246.0
마천1치안센터,FEMALE,36786797.0
마천시장,MALE,778585839.0
마천시장,FEMALE,478222027.0
마천역(마천초등학교),MALE,7109609478.0
마천역(마천초등학교),FEMALE,4069390870.0
마천중앙시장,MALE,6373314869.0
마천중앙시장,FEMALE,4586408282.0
마포FM,MALE,589463442.0
마포FM,FEMALE,388383615.0
마포경찰서,MALE,480239272.0
마포경찰서,FEMALE,292241679.0
마포구청역 1번,MALE,6660751602.0
마포구청역 1번,FEMALE,5411746559.0
마포구청역 4번,MALE,4073114821.0
마포구청역 4번,FEMALE,2762105157.0
마포구청역 7번,MALE,4124727524.0
마포구청역 7번,FEMALE,3158951096.0
마포농수산물시장,MALE,882234976.0
마포농수산물시장,FEMALE,888586777.0
마포시장,MALE,10583859444.0
마포시장,FEMALE,4443404153.0
마포역,MALE,11881224455.0
마포역,FEMALE,7517830003.0
마포역 4번,MALE,738985685.0
마포역 4번,FEMALE,299014171.0
만리시장,MALE,349184744.0
만리시장,FEMALE,353299371.0
만리재,MALE,708507091.0
만리재,FEMALE,498274757.0
만양로상점가,MALE,5999749548.0
만양로상점가,FEMALE,2879248835.0
말미고개,MALE,2711291141.0
말미고개,FEMALE,1567538483.0
망리단길,MALE,17978700728.0
망리단길,FEMALE,17501837429.0
망우3동주민센터,MALE,859580444.0
망우3동주민센터,FEMALE,883908428.0
망우본동주민센터,MALE,5694931002.0
망우본동주민센터,FEMALE,3573597817.0
망우역 1번,MALE,3695645781.0
망우역 1번,FEMALE,2711814498.0
망우역 2번,MALE,947725356.0
망우역 2번,FEMALE,785073348.0
망원나들목체육관,MALE,421277300.0
망원나들목체육관,FEMALE,333290251.0
망원시장,MALE,2846006721.0
망원시장,FEMALE,3182586728.0
망원역,MALE,10572678514.0
망원역,FEMALE,10116373024.0
망원역 1번,MALE,2487129910.0
망원역 1번,FEMALE,1897751774.0
망원월드컵시장,MALE,456124698.0
망원월드컵시장,FEMALE,459740061.0
매봉역,MALE,35280752334.0
매봉역,FEMALE,22728567850.0
먹골역 1번,MALE,2532217945.0
먹골역 1번,FEMALE,2214091441.0
먹골역 5번,MALE,4477581331.0
먹골역 5번,FEMALE,3049987679.0
먹골파출소,MALE,349445700.0
먹골파출소,FEMALE,222261179.0
메가박스 상봉,MALE,10716410817.0
메가박스 상봉,FEMALE,6202126351.0
메디힐병원,MALE,6763240250.0
메디힐병원,FEMALE,3965595158.0
면곡골목시장,MALE,794664732.0
면곡골목시장,FEMALE,257496592.0
면동초등학교,MALE,2131582170.0
면동초등학교,FEMALE,1308562650.0
면목2동체육관,MALE,3027455729.0
면목2동체육관,FEMALE,1879084855.0
면목5동주민센터,MALE,1084205968.0
면목5동주민센터,FEMALE,589796881.0
면목골목시장(면목시장),MALE,6631864767.0
면목골목시장(면목시장),FEMALE,5158412852.0
면목동우체국,MALE,1338412000.0
면목동우체국,FEMALE,950377994.0
면목역 1번,MALE,385044641.0
면목역 1번,FEMALE,225590234.0
면목역 2번,MALE,7750745310.0
면목역 2번,FEMALE,4093037410.0
면목역 3번,MALE,2952503892.0
면목역 3번,FEMALE,1590923567.0
명동 남대문 북창동 다동 무교동 관광특구,MALE,250054866272.0
명동 남대문 북창동 다동 무교동 관광특구,FEMALE,204058758593.0
명동(명동거리),MALE,77085800319.0
명동(명동거리),FEMALE,78768244013.0
명동역(명동재미로),MALE,13654348617.0
명동역(명동재미로),FEMALE,12945996326.0
명일역,MALE,28625858019.0
명일역,FEMALE,18986534867.0
명일역 1번,MALE,1593744985.0
명일역 1번,FEMALE,842987435.0
명일전통시장,MALE,527449968.0
명일전통시장,FEMALE,291179339.0
명지대학교,MALE,14982349077.0
명지대학교,FEMALE,11794830854.0
명지대학교교회,MALE,4214593226.0
명지대학교교회,FEMALE,3668367195.0
모래내시장(서중시장),MALE,3516309681.0
모래내시장(서중시장),FEMALE,1721908869.0
모래내우체국,MALE,3458604725.0
모래내우체국,FEMALE,1913396537.0
목2동시장,MALE,11368772167.0
목2동시장,FEMALE,6415254366.0
목4동주민센터,MALE,277730537.0
목4동주민센터,FEMALE,358872456.0
목동깨비시장(목3동시장),MALE,7032926650.0
목동깨비시장(목3동시장),FEMALE,4559991604.0
목동로데오거리,MALE,3025253024.0
목동로데오거리,FEMALE,1474623591.0
목동문화체육센터,MALE,34989563.0
목동문화체육센터,FEMALE,22385558.0
목동보건지소,MALE,2489273120.0
목동보건지소,FEMALE,1699991142.0
목동사거리,MALE,15985083332.0
목동사거리,FEMALE,8962329936.0
목동센트럴아이파크앞,MALE,3284979386.0
목동센트럴아이파크앞,FEMALE,2096601319.0
목동신시가지,MALE,18254320790.0
목동신시가지,FEMALE,17097840112.0
목동역 5번,MALE,1520828913.0
목동역 5번,FEMALE,993396032.0
목동역 8번출구,MALE,27444638504.0
목동역 8번출구,FEMALE,18791518596.0
목사랑시장(목4동시장),MALE,1936255364.0
목사랑시장(목4동시장),FEMALE,1563196824.0
몽촌토성역,MALE,11466631317.0
몽촌토성역,FEMALE,7595539990.0
묘곡초등학교(고덕아이파크아파트),MALE,5317834510.0
묘곡초등학교(고덕아이파크아파트),FEMALE,2648025715.0
무너미어린이공원,MALE,120083499.0
무너미어린이공원,FEMALE,100099441.0
무학봉상점가,MALE,3011621134.0
무학봉상점가,FEMALE,2429588525.0
묵1동도깨비시장,MALE,4467384775.0
묵1동도깨비시장,FEMALE,2269297035.0
문래동사거리,MALE,2359840775.0
문래동사거리,FEMALE,684722080.0
문래동주민센터,MALE,7966652996.0
문래동주민센터,FEMALE,6181014222.0
문래소공원,MALE,851244822.0
문래소공원,FEMALE,601041715.0
문래역 3번,MALE,462391910.0
문래역 3번,FEMALE,329915536.0
문래역(문래로데오거리),MALE,14930982504.0
문래역(문래로데오거리),FEMALE,9865918015.0
문래예술촌(문래창작촌),MALE,32615484185.0
문래예술촌(문래창작촌),FEMALE,26619413136.0
문래중학교,MALE,11686689.0
문래중학교,FEMALE,24772778.0
문성초등학교,MALE,7893528560.0
문성초등학교,FEMALE,4589707371.0
문정동 로데오거리 상점가(문정동 로데오거리),MALE,3106824433.0
문정동 로데오거리 상점가(문정동 로데오거리),FEMALE,1720079486.0
문정동성당,MALE,1983996089.0
문정동성당,FEMALE,912702132.0
문정역,MALE,28073346350.0
문정역,FEMALE,15776250346.0
문정역 1번,MALE,6586523856.0
문정역 1번,FEMALE,3769075795.0
문정역 2번,MALE,6690744433.0
문정역 2번,FEMALE,3756447456.0
문정초등학교,MALE,2247307908.0
문정초등학교,FEMALE,1584573588.0
문현중학교(장지역 1번),MALE,4940305928.0
문현중학교(장지역 1번),FEMALE,3328239082.0
미근동,MALE,5979570825.0
미근동,FEMALE,3258127933.0
미림여고,MALE,180742232.0
미림여고,FEMALE,72247116.0
미성동 도깨비시장 골목형상점가,MALE,1075129037.0
미성동 도깨비시장 골목형상점가,FEMALE,851073608.0
미성동주민센터,MALE,1216613329.0
미성동주민센터,FEMALE,1022937508.0
미성초등학교,MALE,1165029916.0
미성초등학교,FEMALE,747825495.0
미아사거리,MALE,2495334777.0
미아사거리,FEMALE,2913450841.0
미아사거리역,MALE,34133360019.0
미아사거리역,FEMALE,24797115042.0
미아사거리역 3번,MALE,3849724308.0
미아사거리역 3번,FEMALE,2219412263.0
미아역,MALE,14145638703.0
미아역,FEMALE,10776629240.0
미아역 5번,MALE,2674744086.0
미아역 5번,FEMALE,1251820685.0
미아역 8번,MALE,3498291706.0
미아역 8번,FEMALE,1714787514.0
미아초등학교,MALE,601676907.0
미아초등학교,FEMALE,408864024.0
바우뫼공원,MALE,1937907188.0
바우뫼공원,FEMALE,1452018588.0
반포4동주민센터(몽마르뜨공원),MALE,1511510387.0
반포4동주민센터(몽마르뜨공원),FEMALE,614141288.0
발산역 5번,MALE,4822650110.0
발산역 5번,FEMALE,3769895335.0
발산역(마곡),MALE,57103208703.0
발산역(마곡),FEMALE,39721924886.0
밤나무골시장,MALE,65466544.0
밤나무골시장,FEMALE,21659805.0
방배노인종합복지관(이수중학교),MALE,531475737.0
방배노인종합복지관(이수중학교),FEMALE,895330499.0
방배동가구거리(사당동가구거리),MALE,718357413.0
방배동가구거리(사당동가구거리),FEMALE,423777495.0
방배동사이길,MALE,1594924833.0
방배동사이길,FEMALE,1442764069.0
방배동카페골목,MALE,19933110945.0
방배동카페골목,FEMALE,15497221052.0
방배아이파크아파트,MALE,1935322340.0
방배아이파크아파트,FEMALE,1622310532.0
방배역,MALE,26577923447.0
방배역,FEMALE,19478416857.0
방배역 3번,MALE,9096023.0
방배역 3번,FEMALE,18341165.0
방배초등학교,MALE,923528869.0
방배초등학교,FEMALE,445603210.0
방산종합시장(방산시장),MALE,14626862263.0
방산종합시장(방산시장),FEMALE,7007020610.0
방신전통시장,MALE,562493068.0
방신전통시장,FEMALE,513320977.0
방아다리근린공원(횃불트리니티신학대학원대학교),MALE,1499164269.0
방아다리근린공원(횃불트리니티신학대학원대학교),FEMALE,1607642637.0
방이동고분군(방산고등학교),MALE,2282845812.0
방이동고분군(방산고등학교),FEMALE,1425927031.0
방이동먹자골목,MALE,106301631601.0
방이동먹자골목,FEMALE,69829849076.0
방이시장,MALE,10060082527.0
방이시장,FEMALE,7855527697.0
방이역,MALE,7791862033.0
방이역,FEMALE,6601992025.0
방이역 1번,MALE,6896538603.0
방이역 1번,FEMALE,5490578248.0
방이역 2번,MALE,2746103652.0
방이역 2번,FEMALE,1629017170.0
방이역 4번,MALE,19635448690.0
방이역 4번,FEMALE,11997343852.0
방천골목시장,MALE,1454184279.0
방천골목시장,FEMALE,769258143.0
방학1동주민센터,MALE,6302487711.0
방학1동주민센터,FEMALE,3454401239.0
방학동도깨비시장,MALE,3399593413.0
방학동도깨비시장,FEMALE,3013125755.0
방학역 1번,MALE,6042613158.0
방학역 1번,FEMALE,3510302842.0
방학역 2번,MALE,7666209295.0
방학역 2번,FEMALE,4979294762.0
방학중학교,MALE,2885704535.0
방학중학교,FEMALE,1767454231.0
방학초등학교,MALE,5251375084.0
방학초등학교,FEMALE,2898369601.0
방현초등학교(방배119안전센터),MALE,1158478303.0
방현초등학교(방배119안전센터),FEMALE,406866693.0
방화역 1번,MALE,6473050210.0
방화역 1번,FEMALE,5172466407.0
방화역 2번,MALE,6117318527.0
방화역 2번,FEMALE,3122263562.0
방화역 3번,MALE,5329257333.0
방화역 3번,FEMALE,3310845426.0
방화초등학교,MALE,447903202.0
방화초등학교,FEMALE,279953057.0
배문고등학교,MALE,1744720397.0
배문고등학교,FEMALE,1066160511.0
배화여자대학교(박노수미술관),MALE,5909723445.0
배화여자대학교(박노수미술관),FEMALE,10689200909.0
