구,동,업종명,점포수
용산구,청파동,제과점,71.0
용산구,청파동,일식음식점,46.0
용산구,청파동,중식음식점,19.0
용산구,청파동,치킨전문점,16.0
용산구,한강로동,한식음식점,1573.0
용산구,한강로동,커피-음료,871.0
용산구,한강로동,양식음식점,434.0
용산구,한강로동,호프-간이주점,391.0
용산구,한강로동,일식음식점,297.0
용산구,한강로동,분식전문점,212.0
용산구,한강로동,제과점,169.0
용산구,한강로동,중식음식점,133.0
용산구,한강로동,패스트푸드점,128.0
용산구,한강로동,치킨전문점,16.0
용산구,한남동,양식음식점,469.0
용산구,한남동,한식음식점,456.0
용산구,한남동,커피-음료,337.0
용산구,한남동,호프-간이주점,296.0
용산구,한남동,일식음식점,122.0
용산구,한남동,분식전문점,83.0
용산구,한남동,제과점,69.0
용산구,한남동,중식음식점,52.0
용산구,한남동,패스트푸드점,41.0
용산구,한남동,치킨전문점,28.0
용산구,효창동,커피-음료,63.0
용산구,효창동,한식음식점,38.0
용산구,효창동,제과점,20.0
용산구,효창동,분식전문점,17.0
용산구,효창동,양식음식점,16.0
용산구,효창동,패스트푸드점,4.0
용산구,효창동,치킨전문점,4.0
용산구,효창동,중식음식점,1.0
용산구,효창동,호프-간이주점,0.0
용산구,후암동,한식음식점,259.0
용산구,후암동,커피-음료,242.0
용산구,후암동,양식음식점,131.0
용산구,후암동,호프-간이주점,80.0
용산구,후암동,일식음식점,40.0
용산구,후암동,분식전문점,39.0
용산구,후암동,패스트푸드점,28.0
용산구,후암동,제과점,26.0
용산구,후암동,중식음식점,24.0
용산구,후암동,치킨전문점,8.0
은평구,갈현1동,한식음식점,728.0
은평구,갈현1동,호프-간이주점,423.0
은평구,갈현1동,커피-음료,157.0
은평구,갈현1동,분식전문점,117.0
은평구,갈현1동,일식음식점,103.0
은평구,갈현1동,중식음식점,73.0
은평구,갈현1동,양식음식점,71.0
은평구,갈현1동,제과점,68.0
은평구,갈현1동,치킨전문점,36.0
은평구,갈현1동,패스트푸드점,32.0
은평구,갈현2동,한식음식점,415.0
은평구,갈현2동,커피-음료,156.0
은평구,갈현2동,분식전문점,94.0
은평구,갈현2동,호프-간이주점,67.0
은평구,갈현2동,제과점,58.0
은평구,갈현2동,중식음식점,32.0
은평구,갈현2동,패스트푸드점,31.0
은평구,갈현2동,일식음식점,26.0
은평구,갈현2동,치킨전문점,25.0
은평구,갈현2동,양식음식점,18.0
은평구,구산동,한식음식점,280.0
은평구,구산동,커피-음료,143.0
은평구,구산동,호프-간이주점,64.0
은평구,구산동,제과점,63.0
은평구,구산동,분식전문점,61.0
은평구,구산동,중식음식점,29.0
은평구,구산동,패스트푸드점,26.0
은평구,구산동,양식음식점,22.0
은평구,구산동,치킨전문점,21.0
은평구,구산동,일식음식점,11.0
은평구,녹번동,한식음식점,355.0
은평구,녹번동,호프-간이주점,114.0
은평구,녹번동,커피-음료,105.0
은평구,녹번동,양식음식점,36.0
은평구,녹번동,제과점,35.0
은평구,녹번동,분식전문점,35.0
은평구,녹번동,일식음식점,29.0
은평구,녹번동,치킨전문점,17.0
은평구,녹번동,패스트푸드점,14.0
은평구,녹번동,중식음식점,12.0
은평구,대조동,한식음식점,701.0
은평구,대조동,커피-음료,211.0
은평구,대조동,호프-간이주점,173.0
은평구,대조동,분식전문점,162.0
은평구,대조동,양식음식점,71.0
은평구,대조동,제과점,69.0
은평구,대조동,일식음식점,59.0
은평구,대조동,패스트푸드점,43.0
은평구,대조동,중식음식점,41.0
은평구,대조동,치킨전문점,25.0
은평구,불광1동,한식음식점,410.0
은평구,불광1동,호프-간이주점,142.0
은평구,불광1동,커피-음료,100.0
은평구,불광1동,분식전문점,75.0
은평구,불광1동,양식음식점,48.0
은평구,불광1동,제과점,43.0
은평구,불광1동,일식음식점,31.0
은평구,불광1동,치킨전문점,24.0
은평구,불광1동,패스트푸드점,21.0
은평구,불광1동,중식음식점,16.0
은평구,불광2동,한식음식점,444.0
은평구,불광2동,호프-간이주점,109.0
은평구,불광2동,커피-음료,77.0
은평구,불광2동,분식전문점,71.0
은평구,불광2동,제과점,30.0
은평구,불광2동,양식음식점,18.0
은평구,불광2동,중식음식점,16.0
은평구,불광2동,치킨전문점,16.0
은평구,불광2동,일식음식점,11.0
은평구,불광2동,패스트푸드점,8.0
은평구,수색동,한식음식점,64.0
은평구,수색동,호프-간이주점,46.0
은평구,수색동,커피-음료,12.0
은평구,수색동,분식전문점,8.0
은평구,수색동,치킨전문점,4.0
은평구,신사1동,한식음식점,144.0
은평구,신사1동,커피-음료,86.0
은평구,신사1동,분식전문점,40.0
은평구,신사1동,호프-간이주점,37.0
은평구,신사1동,제과점,32.0
은평구,신사1동,패스트푸드점,9.0
은평구,신사1동,치킨전문점,8.0
은평구,신사1동,중식음식점,8.0
은평구,신사1동,양식음식점,7.0
은평구,신사1동,일식음식점,6.0
은평구,신사2동,한식음식점,75.0
은평구,신사2동,커피-음료,65.0
은평구,신사2동,분식전문점,42.0
은평구,신사2동,호프-간이주점,8.0
은평구,신사2동,치킨전문점,8.0
은평구,신사2동,중식음식점,8.0
은평구,신사2동,제과점,7.0
은평구,신사2동,양식음식점,6.0
은평구,신사2동,일식음식점,4.0
은평구,신사2동,패스트푸드점,4.0
은평구,역촌동,한식음식점,350.0
은평구,역촌동,커피-음료,147.0
은평구,역촌동,분식전문점,65.0
은평구,역촌동,호프-간이주점,63.0
은평구,역촌동,일식음식점,39.0
은평구,역촌동,제과점,31.0
은평구,역촌동,중식음식점,26.0
은평구,역촌동,패스트푸드점,21.0
은평구,역촌동,치킨전문점,16.0
은평구,역촌동,양식음식점,13.0
은평구,응암1동,한식음식점,388.0
은평구,응암1동,커피-음료,146.0
은평구,응암1동,호프-간이주점,111.0
은평구,응암1동,분식전문점,76.0
은평구,응암1동,제과점,52.0
은평구,응암1동,중식음식점,48.0
은평구,응암1동,양식음식점,35.0
은평구,응암1동,일식음식점,32.0
은평구,응암1동,패스트푸드점,28.0
은평구,응암1동,치킨전문점,16.0
은평구,응암2동,한식음식점,128.0
은평구,응암2동,커피-음료,43.0
은평구,응암2동,호프-간이주점,36.0
은평구,응암2동,분식전문점,35.0
은평구,응암2동,제과점,12.0
은평구,응암2동,패스트푸드점,10.0
은평구,응암2동,치킨전문점,8.0
은평구,응암2동,중식음식점,8.0
은평구,응암2동,일식음식점,8.0
은평구,응암2동,양식음식점,4.0
은평구,응암3동,한식음식점,616.0
은평구,응암3동,호프-간이주점,223.0
은평구,응암3동,커피-음료,132.0
은평구,응암3동,분식전문점,68.0
은평구,응암3동,일식음식점,56.0
은평구,응암3동,치킨전문점,44.0
은평구,응암3동,양식음식점,31.0
은평구,응암3동,패스트푸드점,24.0
은평구,응암3동,중식음식점,23.0
은평구,응암3동,제과점,22.0
은평구,증산동,한식음식점,232.0
은평구,증산동,커피-음료,62.0
은평구,증산동,분식전문점,50.0
은평구,증산동,호프-간이주점,48.0
은평구,증산동,제과점,28.0
은평구,증산동,양식음식점,18.0
은평구,증산동,중식음식점,14.0
은평구,증산동,치킨전문점,9.0
은평구,증산동,패스트푸드점,8.0
은평구,증산동,일식음식점,5.0
은평구,진관동,한식음식점,135.0
은평구,진관동,커피-음료,75.0
은평구,진관동,분식전문점,52.0
은평구,진관동,양식음식점,39.0
은평구,진관동,제과점,31.0
은평구,진관동,중식음식점,30.0
은평구,진관동,일식음식점,21.0
은평구,진관동,호프-간이주점,21.0
은평구,진관동,패스트푸드점,10.0
은평구,진관동,치킨전문점,9.0
종로구,가회동,커피-음료,391.0
종로구,가회동,한식음식점,352.0
종로구,가회동,양식음식점,145.0
종로구,가회동,제과점,78.0
종로구,가회동,분식전문점,71.0
종로구,가회동,호프-간이주점,71.0
종로구,가회동,일식음식점,52.0
종로구,가회동,패스트푸드점,36.0
종로구,가회동,치킨전문점,12.0
종로구,가회동,중식음식점,2.0
종로구,교남동,한식음식점,357.0
종로구,교남동,호프-간이주점,146.0
종로구,교남동,커피-음료,101.0
종로구,교남동,분식전문점,53.0
종로구,교남동,일식음식점,31.0
종로구,교남동,중식음식점,27.0
종로구,교남동,양식음식점,16.0
종로구,교남동,패스트푸드점,14.0
종로구,교남동,치킨전문점,12.0
종로구,교남동,제과점,0.0
종로구,무악동,한식음식점,24.0
종로구,무악동,커피-음료,8.0
종로구,무악동,치킨전문점,6.0
종로구,무악동,호프-간이주점,4.0
종로구,무악동,제과점,0.0
종로구,무악동,패스트푸드점,0.0
종로구,부암동,한식음식점,97.0
종로구,부암동,커피-음료,95.0
종로구,부암동,호프-간이주점,47.0
종로구,부암동,제과점,40.0
종로구,부암동,양식음식점,25.0
종로구,부암동,분식전문점,23.0
종로구,부암동,패스트푸드점,18.0
종로구,부암동,일식음식점,14.0
종로구,부암동,중식음식점,12.0
종로구,부암동,치킨전문점,4.0
종로구,사직동,한식음식점,1499.0
종로구,사직동,커피-음료,844.0
종로구,사직동,양식음식점,437.0
종로구,사직동,호프-간이주점,420.0
종로구,사직동,일식음식점,242.0
종로구,사직동,분식전문점,206.0
종로구,사직동,제과점,182.0
종로구,사직동,중식음식점,132.0
종로구,사직동,패스트푸드점,118.0
종로구,사직동,치킨전문점,20.0
종로구,삼청동,커피-음료,227.0
종로구,삼청동,한식음식점,186.0
종로구,삼청동,양식음식점,129.0
종로구,삼청동,분식전문점,30.0
종로구,삼청동,제과점,28.0
종로구,삼청동,호프-간이주점,24.0
종로구,삼청동,일식음식점,20.0
종로구,삼청동,패스트푸드점,12.0
종로구,삼청동,중식음식점,11.0
종로구,삼청동,치킨전문점,0.0
종로구,숭인1동,한식음식점,29.0
종로구,숭인1동,호프-간이주점,12.0
종로구,숭인1동,분식전문점,8.0
종로구,숭인1동,치킨전문점,4.0
종로구,숭인1동,중식음식점,4.0
종로구,숭인1동,커피-음료,2.0
종로구,숭인1동,패스트푸드점,0.0
종로구,숭인2동,한식음식점,188.0
종로구,숭인2동,커피-음료,56.0
종로구,숭인2동,분식전문점,51.0
종로구,숭인2동,호프-간이주점,51.0
종로구,숭인2동,치킨전문점,20.0
종로구,숭인2동,양식음식점,10.0
종로구,숭인2동,중식음식점,8.0
종로구,숭인2동,일식음식점,0.0
종로구,숭인2동,제과점,0.0
종로구,숭인2동,패스트푸드점,0.0
종로구,이화동,한식음식점,126.0
종로구,이화동,커피-음료,112.0
종로구,이화동,호프-간이주점,47.0
종로구,이화동,분식전문점,24.0
종로구,이화동,제과점,21.0
종로구,이화동,양식음식점,19.0
종로구,이화동,일식음식점,14.0
종로구,이화동,패스트푸드점,12.0
종로구,이화동,치킨전문점,8.0
종로구,이화동,중식음식점,6.0
종로구,종로1·2·3·4가동,한식음식점,5728.0
종로구,종로1·2·3·4가동,호프-간이주점,1943.0
종로구,종로1·2·3·4가동,커피-음료,1939.0
종로구,종로1·2·3·4가동,분식전문점,697.0
종로구,종로1·2·3·4가동,양식음식점,621.0
종로구,종로1·2·3·4가동,일식음식점,489.0
종로구,종로1·2·3·4가동,중식음식점,360.0
종로구,종로1·2·3·4가동,제과점,259.0
종로구,종로1·2·3·4가동,패스트푸드점,223.0
종로구,종로1·2·3·4가동,치킨전문점,113.0
종로구,종로5·6가동,한식음식점,917.0
종로구,종로5·6가동,커피-음료,338.0
종로구,종로5·6가동,호프-간이주점,182.0
종로구,종로5·6가동,분식전문점,117.0
종로구,종로5·6가동,일식음식점,60.0
종로구,종로5·6가동,중식음식점,54.0
종로구,종로5·6가동,제과점,46.0
종로구,종로5·6가동,양식음식점,32.0
종로구,종로5·6가동,치킨전문점,32.0
종로구,종로5·6가동,패스트푸드점,20.0
종로구,창신1동,한식음식점,391.0
종로구,창신1동,호프-간이주점,99.0
종로구,창신1동,커피-음료,86.0
종로구,창신1동,양식음식점,85.0
종로구,창신1동,중식음식점,67.0
종로구,창신1동,분식전문점,55.0
종로구,창신1동,치킨전문점,27.0
종로구,창신1동,패스트푸드점,16.0
종로구,창신1동,제과점,16.0
종로구,창신1동,일식음식점,8.0
종로구,창신2동,한식음식점,236.0
종로구,창신2동,양식음식점,49.0
종로구,창신2동,호프-간이주점,46.0
종로구,창신2동,커피-음료,43.0
종로구,창신2동,분식전문점,25.0
종로구,창신2동,제과점,18.0
종로구,창신2동,중식음식점,12.0
종로구,창신2동,패스트푸드점,8.0
종로구,창신2동,치킨전문점,7.0
종로구,창신3동,한식음식점,9.0
종로구,창신3동,커피-음료,8.0
종로구,창신3동,치킨전문점,4.0
종로구,창신3동,분식전문점,4.0
종로구,창신3동,양식음식점,4.0
종로구,창신3동,중식음식점,4.0
종로구,창신3동,제과점,0.0
종로구,청운효자동,커피-음료,324.0
종로구,청운효자동,한식음식점,194.0
종로구,청운효자동,양식음식점,127.0
종로구,청운효자동,분식전문점,69.0
종로구,청운효자동,호프-간이주점,57.0
종로구,청운효자동,일식음식점,48.0
종로구,청운효자동,제과점,46.0
종로구,청운효자동,패스트푸드점,24.0
종로구,청운효자동,치킨전문점,8.0
종로구,청운효자동,중식음식점,4.0
종로구,평창동,한식음식점,104.0
종로구,평창동,커피-음료,58.0
종로구,평창동,호프-간이주점,25.0
종로구,평창동,분식전문점,20.0
종로구,평창동,제과점,14.0
종로구,평창동,양식음식점,13.0
종로구,평창동,일식음식점,12.0
종로구,평창동,패스트푸드점,8.0
종로구,평창동,중식음식점,4.0
종로구,혜화동,한식음식점,817.0
종로구,혜화동,커피-음료,546.0
종로구,혜화동,호프-간이주점,355.0
종로구,혜화동,양식음식점,284.0
종로구,혜화동,분식전문점,178.0
종로구,혜화동,일식음식점,166.0
종로구,혜화동,중식음식점,158.0
종로구,혜화동,제과점,72.0
종로구,혜화동,패스트푸드점,66.0
종로구,혜화동,치킨전문점,22.0
중구,광희동,한식음식점,1413.0
중구,광희동,커피-음료,762.0
중구,광희동,양식음식점,384.0
중구,광희동,분식전문점,341.0
중구,광희동,호프-간이주점,263.0
중구,광희동,중식음식점,179.0
중구,광희동,일식음식점,145.0
중구,광희동,제과점,112.0
중구,광희동,패스트푸드점,90.0
중구,광희동,치킨전문점,44.0
중구,다산동,한식음식점,373.0
중구,다산동,커피-음료,175.0
중구,다산동,호프-간이주점,158.0
중구,다산동,분식전문점,76.0
중구,다산동,제과점,49.0
중구,다산동,일식음식점,41.0
중구,다산동,양식음식점,36.0
중구,다산동,중식음식점,16.0
중구,다산동,패스트푸드점,12.0
중구,다산동,치킨전문점,8.0
중구,동화동,한식음식점,82.0
중구,동화동,분식전문점,29.0
중구,동화동,커피-음료,27.0
중구,동화동,양식음식점,19.0
중구,동화동,제과점,11.0
중구,동화동,일식음식점,9.0
중구,동화동,호프-간이주점,9.0
중구,동화동,치킨전문점,8.0
중구,동화동,중식음식점,6.0
중구,동화동,패스트푸드점,4.0
중구,명동,한식음식점,1885.0
중구,명동,커피-음료,838.0
중구,명동,양식음식점,461.0
중구,명동,분식전문점,428.0
중구,명동,호프-간이주점,274.0
중구,명동,중식음식점,271.0
중구,명동,일식음식점,259.0
중구,명동,제과점,142.0
중구,명동,패스트푸드점,87.0
중구,명동,치킨전문점,20.0
중구,소공동,한식음식점,3224.0
중구,소공동,커피-음료,1329.0
중구,소공동,분식전문점,677.0
중구,소공동,양식음식점,523.0
중구,소공동,일식음식점,432.0
중구,소공동,호프-간이주점,424.0
중구,소공동,중식음식점,366.0
중구,소공동,제과점,344.0
중구,소공동,패스트푸드점,139.0
중구,소공동,치킨전문점,48.0
중구,신당5동,한식음식점,333.0
중구,신당5동,호프-간이주점,119.0
중구,신당5동,커피-음료,46.0
중구,신당5동,양식음식점,45.0
중구,신당5동,분식전문점,35.0
중구,신당5동,일식음식점,24.0
중구,신당5동,중식음식점,19.0
중구,신당5동,치킨전문점,16.0
중구,신당5동,제과점,13.0
중구,신당5동,패스트푸드점,8.0
중구,신당동,한식음식점,604.0
중구,신당동,커피-음료,189.0
중구,신당동,분식전문점,159.0
중구,신당동,호프-간이주점,108.0
중구,신당동,중식음식점,102.0
중구,신당동,양식음식점,81.0
중구,신당동,일식음식점,56.0
중구,신당동,패스트푸드점,38.0
중구,신당동,제과점,36.0
중구,신당동,치킨전문점,13.0
중구,약수동,한식음식점,122.0
중구,약수동,커피-음료,32.0
중구,약수동,분식전문점,22.0
중구,약수동,일식음식점,15.0
중구,약수동,호프-간이주점,10.0
중구,약수동,치킨전문점,8.0
중구,약수동,제과점,8.0
중구,약수동,패스트푸드점,4.0
중구,을지로동,한식음식점,848.0
중구,을지로동,호프-간이주점,517.0
중구,을지로동,커피-음료,456.0
중구,을지로동,양식음식점,183.0
중구,을지로동,일식음식점,152.0
중구,을지로동,분식전문점,113.0
중구,을지로동,중식음식점,90.0
중구,을지로동,제과점,48.0
중구,을지로동,패스트푸드점,33.0
중구,을지로동,치킨전문점,8.0
중구,장충동,한식음식점,319.0
중구,장충동,커피-음료,107.0
중구,장충동,양식음식점,45.0
중구,장충동,분식전문점,41.0
중구,장충동,일식음식점,40.0
중구,장충동,호프-간이주점,37.0
중구,장충동,제과점,28.0
중구,장충동,중식음식점,25.0
중구,장충동,치킨전문점,12.0
중구,장충동,패스트푸드점,9.0
중구,중림동,한식음식점,251.0
중구,중림동,커피-음료,105.0
중구,중림동,호프-간이주점,60.0
중구,중림동,양식음식점,36.0
중구,중림동,제과점,24.0
중구,중림동,중식음식점,20.0
중구,중림동,분식전문점,20.0
중구,중림동,패스트푸드점,12.0
중구,중림동,일식음식점,12.0
중구,중림동,치킨전문점,8.0
중구,청구동,한식음식점,52.0
중구,청구동,커피-음료,31.0
중구,청구동,호프-간이주점,17.0
중구,청구동,양식음식점,17.0
중구,청구동,일식음식점,12.0
중구,청구동,패스트푸드점,8.0
중구,청구동,중식음식점,8.0
중구,청구동,분식전문점,4.0
중구,청구동,제과점,0.0
중구,필동,한식음식점,661.0
중구,필동,커피-음료,271.0
중구,필동,호프-간이주점,259.0
중구,필동,양식음식점,108.0
중구,필동,분식전문점,84.0
중구,필동,중식음식점,75.0
중구,필동,일식음식점,55.0
중구,필동,제과점,21.0
중구,필동,패스트푸드점,18.0
중구,필동,치킨전문점,12.0
중구,황학동,한식음식점,559.0
중구,황학동,호프-간이주점,147.0
중구,황학동,커피-음료,79.0
중구,황학동,분식전문점,68.0
중구,황학동,양식음식점,35.0
중구,황학동,일식음식점,29.0
중구,황학동,중식음식점,22.0
중구,황학동,치킨전문점,15.0
중구,황학동,패스트푸드점,10.0
중구,황학동,제과점,9.0
중구,회현동,한식음식점,894.0
중구,회현동,커피-음료,395.0
중구,회현동,분식전문점,213.0
중구,회현동,양식음식점,118.0
중구,회현동,호프-간이주점,97.0
중구,회현동,중식음식점,96.0
중구,회현동,일식음식점,95.0
중구,회현동,제과점,93.0
중구,회현동,패스트푸드점,40.0
중구,회현동,치킨전문점,15.0
중랑구,망우3동,한식음식점,63.0
중랑구,망우3동,분식전문점,24.0
중랑구,망우3동,호프-간이주점,22.0
중랑구,망우3동,커피-음료,17.0
중랑구,망우3동,중식음식점,9.0
중랑구,망우3동,제과점,4.0
중랑구,망우3동,일식음식점,0.0
중랑구,망우본동,한식음식점,474.0
중랑구,망우본동,호프-간이주점,183.0
중랑구,망우본동,커피-음료,118.0
중랑구,망우본동,분식전문점,75.0
중랑구,망우본동,제과점,63.0
중랑구,망우본동,중식음식점,24.0
중랑구,망우본동,일식음식점,21.0
중랑구,망우본동,양식음식점,21.0
중랑구,망우본동,치킨전문점,11.0
중랑구,망우본동,패스트푸드점,4.0
중랑구,면목2동,한식음식점,740.0
중랑구,면목2동,호프-간이주점,218.0
중랑구,면목2동,커피-음료,143.0
중랑구,면목2동,분식전문점,131.0
중랑구,면목2동,치킨전문점,42.0
중랑구,면목2동,일식음식점,29.0
중랑구,면목2동,제과점,26.0
중랑구,면목2동,중식음식점,25.0
중랑구,면목2동,양식음식점,23.0
중랑구,면목2동,패스트푸드점,11.0
중랑구,면목3·8동,한식음식점,705.0
중랑구,면목3·8동,호프-간이주점,239.0
중랑구,면목3·8동,커피-음료,179.0
중랑구,면목3·8동,분식전문점,110.0
중랑구,면목3·8동,제과점,65.0
중랑구,면목3·8동,일식음식점,57.0
중랑구,면목3·8동,양식음식점,56.0
중랑구,면목3·8동,치킨전문점,38.0
중랑구,면목3·8동,중식음식점,29.0
중랑구,면목3·8동,패스트푸드점,24.0
중랑구,면목4동,한식음식점,109.0
중랑구,면목4동,커피-음료,24.0
중랑구,면목4동,호프-간이주점,24.0
중랑구,면목4동,분식전문점,22.0
중랑구,면목4동,치킨전문점,12.0
중랑구,면목4동,양식음식점,4.0
중랑구,면목4동,중식음식점,4.0
중랑구,면목4동,제과점,0.0
중랑구,면목4동,패스트푸드점,0.0
중랑구,면목5동,한식음식점,168.0
중랑구,면목5동,커피-음료,52.0
중랑구,면목5동,분식전문점,26.0
중랑구,면목5동,호프-간이주점,24.0
중랑구,면목5동,중식음식점,17.0
중랑구,면목5동,양식음식점,14.0
중랑구,면목5동,일식음식점,12.0
중랑구,면목5동,치킨전문점,10.0
중랑구,면목5동,제과점,5.0
중랑구,면목5동,패스트푸드점,4.0
중랑구,면목7동,한식음식점,351.0
중랑구,면목7동,호프-간이주점,122.0
중랑구,면목7동,분식전문점,69.0
중랑구,면목7동,커피-음료,54.0
중랑구,면목7동,제과점,47.0
중랑구,면목7동,치킨전문점,29.0
중랑구,면목7동,양식음식점,22.0
중랑구,면목7동,중식음식점,21.0
중랑구,면목7동,패스트푸드점,17.0
중랑구,면목7동,일식음식점,12.0
중랑구,면목본동,한식음식점,637.0
중랑구,면목본동,호프-간이주점,183.0
중랑구,면목본동,분식전문점,126.0
중랑구,면목본동,커피-음료,96.0
중랑구,면목본동,제과점,51.0
중랑구,면목본동,일식음식점,45.0
중랑구,면목본동,중식음식점,28.0
중랑구,면목본동,패스트푸드점,25.0
중랑구,면목본동,양식음식점,23.0
중랑구,면목본동,치킨전문점,23.0
중랑구,묵1동,한식음식점,135.0
중랑구,묵1동,커피-음료,59.0
중랑구,묵1동,분식전문점,53.0
중랑구,묵1동,호프-간이주점,31.0
중랑구,묵1동,일식음식점,17.0
중랑구,묵1동,제과점,12.0
중랑구,묵1동,중식음식점,12.0
중랑구,묵1동,패스트푸드점,12.0
중랑구,묵1동,치킨전문점,8.0
중랑구,묵1동,양식음식점,4.0
중랑구,묵2동,한식음식점,294.0
중랑구,묵2동,호프-간이주점,120.0
중랑구,묵2동,커피-음료,66.0
중랑구,묵2동,분식전문점,61.0
중랑구,묵2동,제과점,26.0
중랑구,묵2동,중식음식점,16.0
중랑구,묵2동,일식음식점,13.0
중랑구,묵2동,치킨전문점,12.0
중랑구,묵2동,패스트푸드점,8.0
중랑구,묵2동,양식음식점,3.0
중랑구,상봉1동,한식음식점,167.0
중랑구,상봉1동,커피-음료,90.0
중랑구,상봉1동,분식전문점,46.0
중랑구,상봉1동,호프-간이주점,32.0
중랑구,상봉1동,중식음식점,27.0
중랑구,상봉1동,제과점,20.0
중랑구,상봉1동,치킨전문점,20.0
중랑구,상봉1동,일식음식점,18.0
중랑구,상봉1동,양식음식점,13.0
중랑구,상봉1동,패스트푸드점,12.0
중랑구,상봉2동,한식음식점,863.0
중랑구,상봉2동,호프-간이주점,330.0
중랑구,상봉2동,커피-음료,176.0
중랑구,상봉2동,분식전문점,92.0
중랑구,상봉2동,양식음식점,80.0
중랑구,상봉2동,일식음식점,76.0
중랑구,상봉2동,중식음식점,52.0
중랑구,상봉2동,치킨전문점,43.0
중랑구,상봉2동,패스트푸드점,28.0
중랑구,상봉2동,제과점,19.0
중랑구,신내1동,한식음식점,420.0
중랑구,신내1동,커피-음료,117.0
중랑구,신내1동,호프-간이주점,115.0
중랑구,신내1동,분식전문점,57.0
중랑구,신내1동,제과점,24.0
중랑구,신내1동,양식음식점,23.0
중랑구,신내1동,중식음식점,13.0
중랑구,신내1동,치킨전문점,8.0
중랑구,신내1동,일식음식점,4.0
중랑구,신내1동,패스트푸드점,4.0
중랑구,신내2동,한식음식점,31.0
중랑구,신내2동,커피-음료,8.0
중랑구,신내2동,분식전문점,6.0
중랑구,신내2동,제과점,4.0
중랑구,신내2동,양식음식점,4.0
중랑구,신내2동,일식음식점,3.0
중랑구,신내2동,호프-간이주점,0.0
중랑구,신내2동,패스트푸드점,0.0
중랑구,중화1동,한식음식점,141.0
중랑구,중화1동,커피-음료,45.0
중랑구,중화1동,분식전문점,27.0
중랑구,중화1동,호프-간이주점,25.0
중랑구,중화1동,제과점,19.0
중랑구,중화1동,일식음식점,5.0
중랑구,중화1동,중식음식점,4.0
중랑구,중화1동,패스트푸드점,0.0
중랑구,중화1동,치킨전문점,0.0
중랑구,중화2동,한식음식점,508.0
중랑구,중화2동,호프-간이주점,155.0
중랑구,중화2동,커피-음료,91.0
중랑구,중화2동,분식전문점,52.0
중랑구,중화2동,패스트푸드점,32.0
중랑구,중화2동,중식음식점,24.0
중랑구,중화2동,제과점,22.0
중랑구,중화2동,치킨전문점,22.0
중랑구,중화2동,일식음식점,21.0
중랑구,중화2동,양식음식점,8.0
